names,artist_names,artist_genres,albums
Higher Rush (feat. Freaks & Geeks),ShockOne,"['australian dance', 'dancefloor dnb']",Higher Rush (feat. Freaks & Geeks)
I'm Gonna Fly,Ellie Lovegrove,[],I'm Gonna Fly
Puppet,Dora Jar,['indie pop'],Puppet
Bullet Train To Paris,Willaris. K,['aussietronica'],Silversun
Screaming In Your Driveway,BEXY,['nz pop'],Screaming In Your Driveway
Papier-Mâché,Tarn PK,[],Papier-Mâché
thicc,Shygirl,"['alternative r&b', 'art pop', 'electra', 'escape room', 'grimewave', 'hyperpop']",thicc
Marigold,Frost Children,['hyperpop'],Hearth Room
SUNDAY,Khi'leb,['brisbane hip hop'],SUNDAY
Holding On,Lachie Gill,"['australian pop', 'australian talent show']",Write It Out
VILLAIN,Venice Qin,[],ALIEN
What’s going on?,I Don't Like Mondays.,['japanese r&b'],What’s going on?
Stop,Jupita,[],Want You Back
Cry,Club Angel,[],Cry
Domestic La La,Violent Soho,"['australian garage punk', 'australian indie', 'australian surf rock', 'brisbane indie']",Domestic La La
LEAVE,SLOE JACK,[],BACKSTAB B-sides
Rubberman,Jebediah,"['aussie emo', 'australian alternative rock', 'australian indie', 'australian rock', 'perth indie']",Rubberman
Easy To Love Me,ALYSSA,[],Easy To Love Me
april's,BESTIES,[],something4now
Deep Blue Sea,Anna Lunoe,"['electra', 'nu disco']",Deep Blue Sea
START A RIOT,Breakfast Road,[],START A RIOT
Drink Driving In Casablanca,Jad & The,['aussietronica'],Godwanooo
stuck in your orbit,SANNIA,[],James
idc,Dear Seattle,"['aussie emo', 'australian garage punk']",idc
A Very Excellent Day,Winterbourne,"['folk-pop', 'indie anthem-folk']",Act of Disappearing
Fanta Gang,BAD GRAMMAR,[],Chapter 1: Blackout
Built To Last,The Delta Riggs,['australian indie'],The Real Electric
ALL I KNOW,EAST AV3,['australian hip hop'],DAYTRIP TO THE NIGHTTRAP
Promised,Macroix,[],Promised
Melancholy,Jonas Sandberg,[],Mosaic
My Armour,South Noon,[],My Armour
Sakalas,Gabriel Derus,[],Sakalas
Spherical,Aiden Gaarder,[],Painted Illusions
Isolate,Mystery Ark,[],Aurora
Protect Your Mind,Treasures Meditation Flow,[],Endless Time
Aesolace,Pollux Pluto,[],Aesolace
Nordic Dusk,Frej Simdo,[],Nordic Dusk
Forward Momentum,Ceylan Aydem Project,[],Forward Momentum
Times of Balance,Phobic,[],Times of Balance
The New World,Cardi Mist,[],Need Alone TIm
Following,Aquilonius,[],Following
Herinneringen,Sohn Aelia,['sleep'],Herinneringen
Scorchio,Maria Botican,[],Infinity Air
Boundless,Haldur,[],Boundless
The Vastness,Iseo Ander,[],The Vastness
Mystic Reveries,Felices Sueños,[],Mystic Reveries
Process,iavú,[],Objective
I Dreamed A Dream,Roofies Dragon,[],I Dreamed A Dream
Whishing star,Artivastix,[],Whishing star
Snowflake,Amanda Wildt,[],Snowflake
Tranquillizing,Secret Medicine,[],Tranquillizing
Reminded Me,Arietis,[],Fulfillment
Foraoise,Neave Abeline,[],Foraoise
Density,Obviame,[],Density
Languid,Neoline Ewing,[],Languid
Mudita,Gamini Khatri,[],Mudita
Flying Spirits.,Ashlynn Vinno,[],Flying Spirits.
Dimmed Lights,Nicolaj Stavrenko,[],Dimmed Lights
Straight Ahead,Garcíia,[],Frictionless
Fjord,Reiki Akoya,[],Fjord
Cwsg,Ymlacio,[],Cwsg
Geteilt,Celine Brandt,[],Geteilt
Coral Dusk,Stellar Serenity,[],Coral Dusk
Sumi,Zamphire,[],Sumi
Wandering Sadhu,Salen,[],Wandering Sadhu
Noticed,Avieone,[],Close
Sweven,Corbin Tellier,[],Sweven
Lo´s Magma,Robi Dixie,[],Lo´s Magma
Passages,Kim Nalah,[],Passages
Curved,Lugar,['sleep'],Curved
Dream Reflection,Fabio Secci,[],Dream Reflection
Agbaye,Torpor Snooze,[],Agbaye
Sincerely,Kelly Petersen,[],Layers
Aquiver,Chév Asto,[],Isolate
Universal Truth,Arush Mandal,['background music'],Significance
Droplet of Grace,South Noon,[],Droplet of Grace
Simplicity,Tiara Greenfield,[],Simplicity
Your Are The Calm,Takhall,[],Element
Before The Full Moon,Isah Atkins,[],Before The Full Moon.
Drone,Ayala Cola,[],Drone
Natural Connection,Certificate 16,[],Vigilance
Myriad,Merlin Loughty,[],Quietude
Mindvibe,Sir Dejvid,[],Cipher
Spiritual,Sleep Cyclone,[],Spiritual
Perdonar,Salina Cardenas,[],Perdonar
Unavene,Nova Kral,[],Unavene
Infinito,Max Moller,[],Infinito
Amicale,Lenovie,[],Amicale
Drommenes Verden,Casper Bjerke,[],Drommenes Verden
Inner Peace,Sabrina McGregor,[],Inner Peace
Arcadia,Elsa Whage,[],Arcadia
Currently,Loe Vida,[],Cycle
Haverzh,Iota Psi,[],Haverzh
Nomad,Hatchlings Calm,[],Shut Eye
Anochecer,Lyla Perez-Vega,[],Anochecer
World Beyond,Evolving Stream,[],World Beyond
Forms,Zonara,[],Forms
Perfection,Mundo Suave,[],Perfection
Bywyd,Carwyn,[],Bywyd
Momenti,Momenti,[],Momenti
I Believe I Can Fly,Cosmic Cloak,[],Floating On Clouds
Evermore,Aari Kumar,[],Evermore
Focused,Anda Mané,[],Fortuna
Sundown,Bo Pettri,[],This Is All We Have
Within Reach,Unwritten Skies,['sleep'],Within Reach
Calm Restore,Cornelia Benton,[],Calm Restore
Merikarp,Fabien Tamm,[],Merikarp
More Than Words,Emeli Saga,[],More Than Words
Wholeness,Monet Benitez,[],Wholeness
Sehnsucht,Tilman Stoiber,[],Sehnsucht
Codladh,Cadhla Byrne,[],Codladh
Calming Quality,Auxelia,[],Calming Quality
Feelings,Avieone,[],Close
Cloud Gazing,Sleepy Clouds,['sleep'],Floating Free
Unistades,Eyla Calmes,['sleep'],Unistades
Oroitzapenak,Leona Montoya,[],Oroitzapenak
Aureole,Parker Woods,[],Aureole
Chia,Marcus Rivero,[],The Sudden Change
Pulsar Calm,Leon Baker,[],Ovnimoon
All Along,Tegan Riley,[],All Along
Imaginar,Chiara Nieves,[],Imaginar
Midnight Is Coming,Löve,[],Midnight Is Coming
Samadhi,Isah Atkins,[],Samadhi
Center of Attention,Angelo Garnier,[],Center of Attention
Sleep Remedy,Sandra Heigl,[],Sleep Remedy
Utenfor,Kayla Holdt,[],Utenfor
Sunno,Julia Phero,[],Sunno
Eudaimonia,Gaea Antoniou,['sleep'],Eudaimonia
Meia Noite,Gereo Luna,['528hz'],Meia Noite
Mind Storm,Leon Baker,[],Ovnimoon
Unremain,Rania Lees,[],Unremain
Ur Intet,Vera Mejer,[],Ur Intet
Relations,Diya Wiler,[],Relations
Sognando Ancora,Giulia De Serio,[],Sognando Ancora
Apogee,Debyah,['sleep'],Apogee
Relieve,Juliana Stipe,['sleep'],Relieve
Star Stars,Setareha,[],Star Stars
Inside The Wave,Eoforwine,[],The Deep
A World Above,Lluvia Green,[],A World Above
The Light,Felix Vidal,[],The Light
Unveiled,Hibisc,[],Face Of The Earth
Sant,Priy,[],Sant
Ocean Breeze,Salen,[],Ocean Breeze
Beautiful Wish,Aveline Auclair,[],Beautiful Wish
Eden,Sara Kisha,[],Eden
Patterns,Dronia,[],Patterns
Atwined,Leonid Antonov,[],Atwined
Beautiful Imagination,Little Circuits,['sleep'],Beautiful Imagination
Traumlandschaft,Kaiser Hulenstadt,[],Traumlandschaft
Tears Of Change,Leon Baker,[],Tears Of Change
Ethereal Sleep,Solvekin,"['background music', 'healing hz']",Ethereal Sleep
Al Vanda,Natana Bach,[],Al Vanda
Dans Le Maintenant,Michael Szonja,[],Dans Le Maintenant
Depth,Conde Arona,[],Depth
With Every Breath I Breathe,Manny Chu,[],With Every Breath I Breathe
Choices,Sôfur,[],Rebirth
Confianza,Alegro Moya,[],Confianza
The Sky Is A Sea,Criollo Clouds,[],The Sky Is A Sea
Eternalistic,Asabea Wheeler,[],Eternalistic
Silhouettes,Niebla Valley,[],Silhouettes
Anjuna,Anders-Petter Carlskog,[],Spiritual Progression
Nieve,Jademaia,[],Invierno
Eleven,Muh Re,[],11
Air,Cloudway,[],Air
Lily Of The Valley,Convallaria,[],Lily Of The Valley
Cumbre,On A Cloud,[],Cumbre
A Moment,Ólfur,[],A Moment
Peace Of Mind,Saveliy Lleu,[],Peace Of Mind
Impressions,Withered Sun,[],Impressions
Sky Kissed Dreams,The Nightgate,[],Sky Kissed Dreams
In Safe Waters,Vígi Seaghdh,[],In Safe Waters
Longevity,Miesha Berens,['sleep'],Longevity
Stepping Into A Dream,Soliaga,[],Stepping Into A Dream
In The Light,Corda Una,[],In The Light
Kinship,Spring Euphemia,[],Kinship
Conversant,Doris Melwin,['sleep'],Conversant
Deseo,Lidia Peralta,[],Deseo
Nights and days,Kumatra,[],Nights and days
Fading Memories,Zawar Hagano,[],Fading Memories
A Silent Moon,Atmosferion,[],A Silent Moon
Maravilla,Waqar Jachin,[],Maravilla
Down by the Ocean,Sleep Cyclone,[],Down by the Ocean
Undulating,Joseff Shields,[],Undulating
A Neutral Place,Logan Docherty,[],A Neutral Place
Rum & Tid,Månvarv,['sleep'],Rum & Tid
Crystals,Meadowsweet,[],Crystals
Far Away,Ami Sanou,[],Rising
Seasons,Ghasel,[],Seasons
Within,Hema,[],Senses
Vettvangur,V3rkefni 1,[],Vettvangur
The Waiting,Eadgar Évariste,[],The Waiting
Unfolded,Aca Malvina,[],Unfolded
Glowing,Ilumina,[],Glowing
Nightbird,Gemma Casimaty,[],Nightbird
On The Surface,Marlowe Coleman,['sleep'],On The Surface
Crepuscular Light,Casiamty,[],Crepuscular Light
The Sea Of Tranquility,Sleeping Luna,[],The Sea Of Tranquility
Vakna,Signe Golin,[],Andrum
Wherever The Light Takes Me,Gual Levine,[],Wherever The Light Takes Me
A Mind At Peace,Ramos Goya,[],A Mind At Peace
Nightrain,Ronja Mair,[],Fauna
Awake is Beauty,Malviti,[],Pranava
Saoradh,Laurent Wilks,[],Saoradh
Flor Espina,Iridaceae Fields,[],Flor Espina
Endelig,Alba Lie,['528hz'],Endelig
Ygeia,Mareina,[],Ygeia
Exploring,Émile Aumont,[],Le Silence
Becalming Silence,La Kalon,[],Becalming Silence
Flow State,Somaya Kudri,[],Flow State
Ganymede,Heddwch,[],Ganymede
Etoile,Eztebe Matia,[],Etoile
Blanket of White,Sleepy Clouds,['sleep'],Elevated
Blume,Forsintha,[],Blume
Into the light,Haldur,[],Into the light
Miuys,Calma Interiore,[],Miuys
Apricus,John Caelo,['sleep'],Apricus
Phonaesthetics,Devin Echo,['sleep'],Phonaesthetics
What Matters Most,Nathaniel Rembrandt,['sleep'],What Matters Most
Meliora,Vendela Rose,[],Meliora
My Better Half,Manny Chu,[],With Every Breath I Breathe
Feathers,Aiyden,[],Feathers
Psalm Of Sleep,The Calming,[],Psalm Of Sleep
Beautiful Whispers,Eleonor Bauer,[],Peaceful Atmospheres for Sleep and Rest Vol 3
Sonder,Modal Colours,['sleep'],Sonder
Blue Planet,Sleep Cyclone,[],Down by the Ocean
Winter,Ghasel,[],Seasons
Cuidada,Lucinda Pasillas,['sleep'],Cuidada
Life From Above,Ethan Beckett,['sleep'],Life From Above
Light Sleeper,Minja Nielsen,[],Light Sleeper
Mantra,Tone Jacobs,[],Mantra
Tundra,Yeur,[],Tundra
Cloud Dance,Pitouu,[],Cloud Dance
In Between Dreams,Don Mazuck,['sleep'],In Between Dreams
Redamancy,Rebecka Aether,['sleep'],Redamancy
Sleepy Octaves,Remi Asana,['sleep'],Sleepy Octaves
Sedang Tidur,La-Mu,"['healing hz', 'sleep']",Sedang Tidur
Tawelwch,Chieloka,['background music'],Tawelwch
Lenitivo,Jeanelle Bolduc,['background music'],Lenitivo
Cette Montagne,Tascenda,['sleep'],Cette Montagne
Resolutions,Bevan Holcomb,[],Resolutions
Muna,Arnkatla,[],Muna
Light,Mina Rojas,[],Light
Peaceful Patterns,Hatha Priya,['sleep'],Peaceful Patterns
Sólestur,Elsa Gudmundsdottir,[],Sólestur
Feuilleter,Darcel Gau,"['healing hz', 'sleep']",Feuilleter
One And The Same,Rouge Haven,['sleep'],One And The Same
Sotto La Superficie,Alcine Sala,[],Sotto La Superficie
Ad Infinitum,James Matthéus,[],Ad Infinitum
Eascodset,Phoenomenatic,[],Eascodset
Under Samma Himmel,Sanja Göransson,['sleep'],Under Samma Himmel
Veilless,Adriana Milou,['sleep'],Veilless
Augnablik,Næturkall,['sleep'],Augnablik
Sona,Ka Wadhwa,['sleep'],Sona
Moves Like Waves,Sadia Leys,[],Moves Like Waves
Soothing Spaces,Storm Joan,['sleep'],Soothing Spaces
Un Lugar Tranquilo,Micaela De León,[],Un Lugar Tranquilo
Schau Nach Oben,Cole Meier,[],Schau Nach Oben
Empfidlich,Tilman Stoiber,[],Empfidlich
Meet Me At Sundown,Kamila Tait,[],Meet Me At Sundown
Profetia,Mellow Dreamer,[],Profetia
Tauko,Juhani Ahonen,['sleep'],Tauko
Silent Mind,Richter Gravitas,['sleep'],Silent Mind
Alterations,Finleigh,[],Alterations
Drømme,Etheral Gust,['atmosphere'],Drømme
Omniscient,Geneviève Corin,['sleep'],Omniscient
Mirno,Alojz Pavic,[],Mirno
Aura,Zion Llama,[],Aura
Dans le noir,Charmaine D'Avis,['sleep'],Dans le noir
Clear Blue,Ceylan Aydem Project,[],Clear Blue
A Night In Spring,Ardah,[],A Night In Spring
Gisteren,Casper Wiersma,[],Gisteren
Simplistica,Celyn Awstin,[],Simplistica
La Caoba,Sayulita,['sleep'],La Caoba
Cross A Line,Sean Altar,['sleep'],Cross A Line
Imagine Nuvem,Clémence Alheoux,[],Imagine Nuvem
Duende,Kaua Correia,['sleep'],Duende
In Solitude,Restorative,[],In Solitude
Oceanwide,Harlow Moss,[],Oceanwide
Calmative,Rae Mansell,[],Calmative
Mångata,Ardah,[],Mångata
Irenic Tone,Siri Belle,[],Irenic Tone
Interstellar,Amel Scott,[],Chasma
A Moment,Baimine,['sleep'],A Moment
Reminiscence,Griff Beynon,['sleep'],Reminiscence
Mo Chroidhe,Mila Harper,['sleep'],Mo Chroidhe
Serenade of Sleep,Jayden Pétur,['sleep'],Serenade of Sleep
Evenfall,Sadie Hume,[],Evenfall
Light Under Water,Mia Bovind,[],Light Under Water
Stay A While,Elliott Duncan,[],Stay A While
Maglovito,Nadia Bulic,['sleep'],Maglovito
Luova,Lumi Couri,['sleep'],Luova
Light Rest,Spring Euphemia,[],Light Rest
Space Time,Leonid Antonov,[],Space Time
Aphelia,Juni Tinley,"['atmosphere', 'healing hz']",Aphelia
Reappearance,Spacetactular,['sleep'],Reappearance
Northern Sirenes,Malie Aolani,[],Northern Sirenes
Chimaera,Obie Moody,[],Chimaera
It Peaks in the Night,Castorum,[],It Peaks in the Night
One Drope On World,SWAMP&STAR,[],One Drope On World
Ambrosial,Esmay Gouin,[],Ambrosial
Bliss,Theodore Brim,[],Elegance
Indolent,Boreal Embla,['sleep'],Indolent
Nachtelijk,Ebba Dekker,[],Nachtelijk
Joey Tribbiant,Andrei Mizi,[],Falling Star
Collectively,Haraldur Bergljót,[],Collectively
Desear,Julia Alvarez,[],In Dreams
Demure,Caleb Huber,[],Demure
Saunter,For The Lost,['sleep'],Saunter
Nocturnal,Zamphire,[],Nocturnal
Sovande,Morgondimma,[],Sovande
Valour,Amara Issawi,[],Valour
Crimson Skies,Barbena,[],Crimson Skies
Remedial,Clip Aloe,[],Remedial
Virtigo,Setareha,[],Virtigos
Especial,Eckhart Lange,[],Especial
Feelstora,Apech,['sleep'],Feelstora
Falling Slowly,Xiliah Roth,[],Yiello
Arid Dream,Ceri Rocha,[],Arid Dream
Goa Nova,magic air_,[],Time To See
Colors Of Tomorrow,Camilento,[],Tranquilidad
juu,Echoes and Frequencies,[],juu
A Peaceful Place,Don Mazuck,['sleep'],A Peaceful Place
Amber,South Noon,[],Into The Dawn
Cloudless,Devi Rubio,[],Cloudless
Evolving Dreams,Ty Davies,[],Evolving Dreams
Distant Dreams,Euloria,['sleep'],Distant Dreams
embrace,Kamryn Freeman,['sleep'],embrace
Sineway,Boreal Embla,['sleep'],Sineway
I'm Good (Blue),David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue)
I Ain't Worried,OneRepublic,"['piano rock', 'pop']","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")"
Heat Waves,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland
Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,['gen z singer-songwriter'],Until I Found You (Em Beihold Version)
Sure Thing,Miguel,"['r&b', 'urban contemporary']",All I Want Is You
Watermelon Sugar,Harry Styles,['pop'],Fine Line
SNAP,Rosa Linn,['alt z'],SNAP
Shivers,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=
Bones,Imagine Dragons,"['modern rock', 'pop', 'rock']",Mercury - Acts 1 & 2
I Like You (A Happier Song) (with Doja Cat),Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']",Twelve Carat Toothache
Where Are You Now,Lost Frequencies,"['belgian edm', 'edm', 'pop dance', 'tropical house']",Where Are You Now
STAY (with Justin Bieber),The Kid LAROI,['australian hip hop'],STAY (with Justin Bieber)
Cold Heart - PNAU Remix,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Cold Heart (PNAU Remix)
Sunroof,Nicky Youre,['singer-songwriter pop'],Good Times Go
Made You Look,Meghan Trainor,"['hip pop', 'pop']",Takin' It Back
Leave Before You Love Me (with Jonas Brothers),Marshmello,"['brostep', 'edm', 'pop', 'progressive electro house']",Leave Before You Love Me
Satellite,Harry Styles,['pop'],Harry's House
Lose Control,Teddy Swims,[],Lose Control
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",Save Your Tears (Remix)
If We Ever Broke Up,Mae Stephens,['singer-songwriter pop'],If We Ever Broke Up
Unstoppable,Sia,"['australian dance', 'australian pop', 'pop']",This Is Acting (Deluxe Version)
Electric Love,BØRNS,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pov: indie']",Dopamine
THATS WHAT I WANT,Lil Nas X,['lgbtq+ hip hop'],MONTERO
RUNAWAY,OneRepublic,"['piano rock', 'pop']",RUNAWAY
My Universe,Coldplay,"['permanent wave', 'pop']",My Universe
Numb,Marshmello,"['brostep', 'edm', 'pop', 'progressive electro house']",Numb
Gimme Love,Sia,"['australian dance', 'australian pop', 'pop']",Gimme Love
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,['pop'],JORDI (Deluxe)
Sunshine,OneRepublic,"['piano rock', 'pop']",Sunshine
Green Green Grass,George Ezra,"['folk-pop', 'neo-singer-songwriter', 'talent show']",Gold Rush Kid
Bam Bam (feat. Ed Sheeran),Camila Cabello,"['dance pop', 'pop']",Bam Bam (feat. Ed Sheeran)
Someone To You,BANNERS,['indie poptimism'],Where The Shadow Ends
Hold Me Closer,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Hold Me Closer
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,"['pop', 'viral pop']",Left and Right (Feat. Jung Kook of BTS)
TRUSTFALL,P!nk,"['dance pop', 'pop']",TRUSTFALL
About Damn Time,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",About Damn Time
Better Days (NEIKED x Mae Muller x Polo G),NEIKED,['scandipop'],Better Days (NEIKED x Mae Muller x Polo G)
Make You Mine,PUBLIC,['indie rockism'],Make You Mine
Celestial,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",Celestial
Numb Little Bug,Em Beihold,"['alt z', 'gen z singer-songwriter']",Numb Little Bug
Put Your Records On,Ritt Momney,['bedroom pop'],Put Your Records On
